loss,accuracy,precision,recall,f1,roc_auc,runtime,samples_per_second,steps_per_second,epoch,fold
0.26032012701034546,0.901427417182871,0.8896515311510031,0.9147665580890336,0.9020342612419701,0.9644641830185976,2.888,1285.681,40.513,3.0,0
0.2748352289199829,0.8968489092378131,0.8923573735199138,0.9005975013579577,0.8964585022979183,0.9608441041425833,2.9579,1255.289,39.555,3.0,1
0.29925110936164856,0.8849986533800162,0.8618219037871033,0.9147202607278653,0.8874835309617918,0.9531742549803387,3.0324,1224.448,38.583,3.0,2
0.2998829782009125,0.8849986533800162,0.8693834900731452,0.9038565996740902,0.8862849533954728,0.953509827202793,4.453,833.828,26.275,3.0,3
0.27184751629829407,0.8960409372475088,0.8683544303797468,0.9315589353612167,0.8988469601677149,0.9630383083329851,3.1487,1179.214,37.158,3.0,4
