accuracy,precision,recall,f1,roc_auc,fold
0.9162402370051171,0.9312676056338028,0.8973941368078175,0.9140171412773016,0.97352600495244,0
0.9245892809049286,0.9362772498602572,0.9098316132536665,0.9228650137741047,0.9753535042270784,1
0.9100457850794506,0.9216564073866816,0.8946224877783813,0.9079382579933848,0.9677601127220898,2
0.9116617290600593,0.9315459212778094,0.8870179250407387,0.9087367835281024,0.967247976991323,3
0.9229733369243199,0.9269632070291048,0.9168929929386204,0.9219006007646096,0.9770661847658044,4
