accuracy,precision,recall,f1,roc_auc,fold
0.9377861567465661,0.9502515371716043,0.9229098805646037,0.936381162214266,0.9376708675939,0
0.9270131968758416,0.9400224215246636,0.910917979359044,0.9252413793103448,0.9268799298504622,1
0.9264745488823054,0.9414414414414415,0.9082020640956002,0.9245230854299143,0.9263232542700223,2
0.9262052248855372,0.9389355742296919,0.9103747963063552,0.924434638720353,0.9260741502899297,3
0.9337462967950444,0.9452819653824679,0.9196089082020641,0.9322687224669604,0.9336292404258183,4
