accuracy,precision,recall,f1,roc_auc,fold
0.9341268986319078,0.9407743629005797,0.9265862328988473,0.9336263974818192,0.9811838886976803,0
0.9327264892814823,0.9407988587731811,0.9235699666056232,0.9321048053924766,0.9796989542297336,1
0.9308413228482172,0.9389266900790166,0.9216309382742648,0.9301984234846425,0.9785989382492921,2
0.9349348271033071,0.9412086110807562,0.927825056554993,0.934468916133232,0.9804558885444093,3
0.9323476340524091,0.9392579621319908,0.9244856188732091,0.9318132464712269,0.9795813823687334,4
