accuracy,precision,recall,f1,roc_auc,fold
0.9197414489631026,0.9436781609195403,0.8914223669923995,0.9168062534896706,0.9195219798617796,0
0.7048208995421492,0.9346557759626605,0.43508962520369365,0.5937731653076352,0.7025875476445819,1
0.9165095610018853,0.9327303561334087,0.8962520369364476,0.9141274238227147,0.9163418304340358,2
0.9148936170212766,0.9354654483152485,0.8897338403041825,0.9120267260579065,0.9146852962204672,3
0.9251279288984648,0.9402816901408451,0.906572514937534,0.9231194690265486,0.9249742916568011,4
