loss,accuracy,precision,recall,f1,roc_auc,runtime,samples_per_second,steps_per_second,epoch,fold
0.2577960193157196,0.9049286291408565,0.8932910723718964,0.9180238870792616,0.9054886211512717,0.9641850497130035,3.1314,1185.741,37.364,3.0,0
0.2748351991176605,0.8968489092378131,0.8923573735199138,0.9005975013579577,0.8964585022979183,0.9608441041425833,2.7986,1326.745,41.807,3.0,1
0.29925110936164856,0.8849986533800162,0.8618219037871033,0.9147202607278653,0.8874835309617918,0.9531742549803387,2.6341,1409.613,44.418,3.0,2
0.2998829782009125,0.8849986533800162,0.8693834900731452,0.9038565996740902,0.8862849533954728,0.9535098272027931,2.7093,1370.45,43.184,3.0,3
0.27184751629829407,0.8960409372475088,0.8683544303797468,0.9315589353612167,0.8988469601677149,0.9630383083329851,2.548,1457.22,45.918,3.0,4
